Ne30_genotyping_noUDG	88670	15586	23908	63659	0
Ne61_genotyping_noUDG	88740	15870	23057	64156	0
Ne35_genotyping_noUDG	88701	15826	23896	63400	0
I3931	149045	12423	0	30355	0
I3930	151720	11774	0	28329	0
CAO009013	27262	49570	0	114991	0
I14200	165210	7853	0	18760	0
I2446	112362	23261	0	56200	0
I13580	169656	6427	0	15740	0
I1415_enhanced	175814	4707	0	11302	0
I1701_enhanced	186330	1562	0	3931	0
I1710	171177	5925	0	14721	0
I4427	152315	12154	0	27354	0
I13778	52855	40118	0	98850	0
I0231	11799	52840	0	127184	0
I1525	44151	44539	0	103133	0
I1926	155627	10358	0	25838	0
I5870	156712	10293	0	24818	0
I3719	160400	9007	0	22416	0
I3716	175948	4733	0	11142	0
I5872	175821	4711	0	11291	0
Darra.I.Kur_noUDG_d	180541	3223	0	8059	0
I14689	97376	27354	0	67093	0
I15705	175204	4825	0	11794	0
I16253	128471	18605	0	44747	0
I13835	24549	49212	0	118062	0
I13840	50128	40789	0	100906	0
I8471	162425	8661	0	20737	0
I13839	55577	39485	0	96761	0
I14622	78573	32899	0	80351	0
I15706	57958	38560	0	95305	0
I15707	58803	38616	0	94404	0
I0308	116974	22409	0	52440	0
I0309	96567	28568	0	66688	0
I2230	55617	41238	0	94968	0
I2232	186566	1609	0	3648	0
I7086	173362	5668	0	12793	0
I12941	53525	41750	0	96548	0
I12942	144253	14361	0	33209	0
I12943	52107	42314	0	97402	0
I12355	83315	32759	0	75749	0
I8351	87795	31165	0	72863	0
I8348	161391	9050	0	21382	0
I8349	126059	19524	0	46240	0
I12376	159945	9762	0	22116	0
I12356	87685	31336	0	72802	0
I12357	94422	29689	0	67712	0
I12358	67288	37806	0	86729	0
I12359	136267	16750	0	38806	0
I12360	172707	5767	0	13349	0
I12361	170545	6345	0	14933	0
I12362	64100	38446	0	89277	0
I12354	41707	45463	0	104653	0
I12363	81295	33697	0	76831	0
I12364	156696	10671	0	24456	0
I12366	99995	27906	0	63922	0
I12367	128377	19341	0	44105	0
I12365	134894	17346	0	39583	0
I16119	98168	27383	0	66272	0
I1409	176527	4413	0	10883	0
I1631	55765	39194	0	96864	0
I1632	58428	38791	0	94604	0
I1634	68771	35946	0	87106	0
I1659	55967	39454	0	96402	0
I1633	53307	40552	0	97964	0
I1635	58132	39314	0	94377	0
I1658	55598	39485	0	96740	0
ARM001	87649	29981	0	74193	0
ARM002	73596	34918	0	83309	0
I13599	54420	40166	0	97237	0
I14339	112674	23395	0	55754	0
I15132	62935	37984	0	90904	0
I16706	189194	721	0	1908	0
I14340	52226	40623	0	98974	0
I1657	57166	39153	0	95504	0
I16117	88312	29798	0	73713	0
I16191	87513	30309	0	74001	0
I17180	107236	24467	0	60120	0
I17181	89231	29945	0	72647	0
I16219	118127	21721	0	51975	0
I19322	45721	43069	0	103033	0
I13947	155244	10661	0	25918	0
I14054	57213	39212	0	95398	0
I14057	55457	39316	0	97050	0
I16536	158298	9884	0	23641	0
I16707	81606	32038	0	78179	0
I17184	93586	28746	0	69491	0
I3938	151826	11634	0	28363	0
I3944	182233	2664	0	6926	0
I17308	141336	14842	0	35645	0
I19327	45706	43178	0	102939	0
I1639	68009	36040	0	87774	0
I13948	63412	37314	0	91097	0
I15732	58175	38478	0	95170	0
I15733	57749	39040	0	95034	0
I15734	55909	39314	0	96600	0
I16217	94277	28524	0	69022	0
I16220	86725	30835	0	74263	0
I16537	85194	30769	0	75860	0
I16554	87642	30266	0	73915	0
I17182	103707	25534	0	62582	0
I19329	40609	44576	0	106638	0
I19338	44167	43317	0	104339	0
I19353	41471	43444	0	106908	0
I19354	38755	44813	0	108255	0
I20439	49544	41391	0	100888	0
