ind_id	pop	time	sampled	lat	lon	node1	node2
22333	EUR	24463	True	37.6233169117395	35.1290327524117	15824	15825
44487	EUR	2105	True	43.5672844706891	20.3047164869021	29118	29119
36478	ANA	10553	True	37.1394680565021	32.0079192307929	24092	24093
34047	ANA	12953	True	39.4480158641814	36.2979709518097	22700	22701
38827	EHG	8323	True	51.8267153434264	12.5418869819229	25466	25467
4667	OOA	45230	True	29.3017423669617	47.3616912041372	3418	3419
29805	EHG	17206	True	58.7746113287844	35.31183396654	20178	20179
23347	EHG	23502	True	55.7164362659577	44.2937770093032	16426	16427
7834	OOA	41164	True	38.0647655269939	57.7679852144354	5818	5819
7604	OOA	41456	True	35.4604378235727	56.8738103717679	5650	5651
1641	OOA	48987	True	29.489955207639	36.301329897638	1186	1187
34208	EHG	12787	True	54.6238191864151	44.5582040119718	22814	22815
45435	EUR	608	True	45.8165352775558	21.9083058537132	29954	29955
8041	OOA	40904	True	37.2316362533486	56.8246666195499	5970	5971
20314	ANA	26425	True	38.4805370416248	39.4004476119718	14672	14673
15442	OOA	31729	True	41.5085991566393	57.6550970774488	11482	11483
34968	EUR	12032	True	60.7436601556111	36.2079308255426	23228	23229
20020	ANA	26705	True	42.3123888639953	60.4514537558967	14516	14517
29923	ANA	17105	True	50.5122219670795	21.9851572220987	20246	20247
23003	EUR	23872	True	39.0757855970675	27.5071146108257	16202	16203
20370	EHG	26363	True	37.2119228777993	30.2376259499519	14708	14709
16774	OOA	30086	True	41.2097955717577	60.0834138526724	12470	12471
6410	OOA	42992	True	32.327747086488	49.199599720802	4752	4753
600	OOA	50250	True	27.8721321762559	32.3622166529296	398	399
7850	OOA	41148	True	37.8972638664583	57.882382095009	5826	5827
39940	EHG	7196	True	47.3238589882121	19.2053665053842	26152	26153
20513	OOA	26189	True	42.3512274646422	60.5223167891157	14830	14831
29643	ANA	17337	True	47.2772879663717	26.0016587763432	20104	20105
38460	EHG	8675	True	37.7329588265302	30.5914446136315	25236	25237
2660	OOA	47723	True	29.8761184645672	37.0414955527531	1930	1931
1440	OOA	49265	True	30.6321228915019	37.2271043498599	1038	1039
2184	OOA	48266	True	27.7939466770057	39.8380920509804	1594	1595
850	OOA	49963	True	30.4133745063911	30.047362749227	584	585
33714	EHG	13268	True	59.2983317656363	40.3394392922487	22522	22523
5298	OOA	44421	True	31.7457680324543	50.2852830320337	3892	3893
5454	OOA	44243	True	32.8068118905714	49.5009181404179	4004	4005
30063	EHG	16983	True	58.8102008396845	45.8778712918237	20324	20325
36106	ANA	10910	True	37.8472131136456	29.6127160931823	23880	23881
30618	EHG	16427	True	38.7426948593465	32.258687631973	20674	20675
17401	OOA	29299	True	39.974243966898	62.802717095408	12954	12955
20474	EHG	26226	True	54.3907437098763	36.8630399506306	14800	14801
26622	EHG	20364	True	59.8152042425178	54.073330750467	18328	18329
29849	EHG	17172	True	38.1576707516402	30.2598951846994	20190	20191
11179	OOA	36980	True	39.9324499453278	59.1849918332037	8310	8311
22487	ANA	24311	True	59.7522948622747	32.4665404186603	15920	15921
42267	ANA	4541	True	47.6532811994778	19.1243234233227	27670	27671
28864	ANA	18137	True	40.5866472774199	37.994168154985	19660	19661
24032	EHG	22804	True	55.3118356677606	50.0105294355449	16804	16805
43484	EUR	3185	True	48.5210460893035	20.0709114228058	28474	28475
9819	OOA	38617	True	36.679181686358	60.0902095046695	7308	7309
36447	EUR	10585	True	37.8388543380928	39.7529873073932	24078	24079
41280	YAM	5748	True	36.2454798810566	29.9048193325819	27020	27021
11572	OOA	36524	True	38.0087707941738	58.9849448670872	8610	8611
9263	OOA	39331	True	40.0581528838746	64.5282415272284	6898	6899
9352	OOA	39255	True	38.561651963938	56.4967129599869	6958	6959
30570	ANA	16488	True	59.3817216998032	31.0544506523647	20640	20641
34017	ANA	12981	True	40.6406442452565	32.6904329939521	22682	22683
3796	OOA	46285	True	33.3763200533651	43.1132453128802	2782	2783
33073	EHG	13954	True	52.4666332509721	12.4342642484569	22150	22151
18617	OOA	28041	True	42.2532104149855	59.2061566981672	13724	13725
21977	ANA	24808	True	47.6195133261314	24.6177259324012	15614	15615
6190	OOA	43305	True	34.2577566014279	53.0403480489262	4574	4575
3504	OOA	46679	True	27.9433468842535	42.3505697450779	2572	2573
27634	EHG	19321	True	40.6270977744096	-6.66866336479944	18958	18959
30371	ANA	16683	True	48.5926690790227	10.3901271274347	20518	20519
36941	EHG	10091	True	58.0143613633372	31.3842794381726	24356	24357
43682	YAM	2985	True	50.6599528170052	26.2302327431857	28594	28595
27526	ANA	19434	True	37.1248551818497	36.9115636826467	18864	18865
19902	OOA	26820	True	40.3643253935418	58.1688782856851	14436	14437
13630	OOA	33989	True	41.3366928076472	63.5822620599525	10128	10129
39021	EHG	8139	True	56.4297742604554	29.6102207983648	25572	25573
44726	EUR	1839	True	47.4840536299083	24.7323827775943	29286	29287
33192	EHG	13834	True	57.7457851026681	44.1755889573157	22218	22219
40847	EUR	6261	True	58.4951063787245	51.3078667629677	26714	26715
15500	OOA	31623	True	39.0063861196322	63.4916376367391	11530	11531
36621	EUR	10397	True	38.5188470234142	33.9337409721103	24180	24181
2922	OOA	47425	True	30.0064861020038	40.3202927647031	2118	2119
31922	EHG	15089	True	46.5893879081689	5.78218815226723	21436	21437
36551	EHG	10474	True	52.8710949339947	21.8717408539117	24148	24149
36108	EHG	10899	True	53.6505393294514	53.7419796700582	23892	23893
18912	EHG	27858	True	39.856964941796	32.6365213743596	13834	13835
2010	OOA	48496	True	29.7714015616774	39.8399946660985	1446	1447
26039	EHG	20958	True	59.3435651159472	34.1485441665927	17998	17999
5237	OOA	44489	True	32.1811811559715	50.2437602571019	3862	3863
27739	ANA	19248	True	38.2150797453676	31.6607467439573	19008	19009
42308	YAM	4476	True	50.8057844855828	25.3909044795223	27706	27707
13622	OOA	34006	True	42.1234241583289	57.3118045577271	10112	10113
3132	OOA	47177	True	28.609457362819	38.4480618846048	2270	2271
32195	EHG	14831	True	55.5256479964481	36.1387290408896	21604	21605
5216	OOA	44516	True	30.995524195195	49.7072171005104	3844	3845
3711	OOA	46384	True	30.8514434908444	40.1656251504741	2726	2727
27111	EUR	19840	True	57.0696633309793	44.7592775240166	18622	18623
25706	EHG	21252	True	59.2471394853138	32.0569186943438	17806	17807
41438	ANA	5567	True	39.218307447617	30.3103208662331	27108	27109
41255	YAM	5783	True	38.674820810326	32.7100085175498	27002	27003
16550	OOA	30376	True	41.929790045762	58.5093698927776	12318	12319
7405	OOA	41750	True	35.6413536435301	56.0322638122453	5486	5487
34452	EUR	12556	True	38.5894569658294	28.6434392071506	22926	22927
13735	OOA	33871	True	38.4643104150635	59.5278252669057	10220	10221
23440	EUR	23410	True	58.5222471338834	30.1702811843534	16476	16477
40244	EUR	6915	True	57.9699566740674	37.1463845507586	26332	26333
21523	ANA	25226	True	40.521159883505	59.8753022123124	15400	15401
13275	OOA	34375	True	42.2473941880525	60.1409967230001	9876	9877
4363	OOA	45568	True	28.3804577590588	44.182180070012	3186	3187
34690	EUR	12304	True	41.3876700461472	21.3620513821528	23080	23081
45422	EUR	644	True	50.6779519266189	18.0570310510122	29928	29929
32334	ANA	14678	True	52.283421125349	16.8446282250746	21686	21687
24538	ANA	22377	True	50.0898482021169	10.0415027887803	17110	17111
30818	EHG	16207	True	47.4006052665605	23.8887100180359	20816	20817
17765	OOA	28872	True	38.766269801405	59.050950857061	13216	13217
18875	ANA	27869	True	41.7583922947298	58.1702473841864	13828	13829
44743	EUR	1798	True	45.6570197191665	20.8907623356569	29304	29305
43654	YAM	3000	True	49.8482976185167	19.3249948283172	28584	28585
12651	OOA	35073	True	39.3409781667156	61.1205321862285	9408	9409
13905	OOA	33658	True	40.9107178070499	59.369830224188	10328	10329
25092	ANA	21831	True	37.6709997862827	35.0970033363903	17438	17439
5390	OOA	44308	True	28.3525053237638	47.8349777691291	3960	3961
6391	OOA	43026	True	33.7080191789109	52.9733625031926	4738	4739
1844	OOA	48716	True	31.368355825057	36.4125809017666	1342	1343
22998	EHG	23871	True	58.1488911682668	35.9170883391154	16204	16205
34292	ANA	12701	True	38.4897927463415	28.0538096535597	22850	22851
45356	EUR	813	True	43.9098486469457	6.6581572764609	29824	29825
42114	EUR	4724	True	48.6718731132177	24.4803311048407	27572	27573
17823	OOA	28803	True	41.4458108093314	62.127437030967	13266	13267
17592	OOA	29074	True	39.2130882767337	56.7116023392319	13092	13093
17430	OOA	29247	True	41.0999070203276	59.333128114858	12978	12979
35496	ANA	11511	True	56.4668441025313	50.1145550761761	23546	23547
4160	OOA	45847	True	30.5573290884953	43.8993115631218	3048	3049
28752	EHG	18248	True	60.5804761498462	51.9694978370122	19598	19599
45268	EUR	1000	True	48.069668329689	2.40486894275938	29736	29737
31420	ANA	15624	True	40.8269832406359	29.9982850625149	21138	21139
25485	EUR	21465	True	40.1916861715341	38.0105442138602	17674	17675
44760	EUR	1789	True	47.800812693993	27.3801873885939	29314	29315
15309	OOA	31885	True	40.9860980067685	55.1100694025999	11380	11381
