ind_id	pop_id	time	sampled	lat	lon	node1	node2	pop
87	45325	4	602	True	51.472867764593	22.3713047295437	29956	29957	EUR
88	45293	4	692	True	45.8931014197684	11.2425904702143	29904	29905	EUR
89	45266	4	768	True	44.8906690268436	9.74418725956991	29856	29857	EUR
90	45317	4	626	True	51.8863416594579	21.8031138202986	29942	29943	EUR
91	45199	4	923	True	49.4417222598767	17.0857634838745	29770	29771	EUR
92	45292	4	699	True	46.4279327269019	26.0016848932186	29902	29903	EUR
93	45211	4	892	True	46.9659656966238	15.3330747589374	29778	29779	EUR
94	45287	4	715	True	41.5411011155817	22.6103540546343	29896	29897	EUR
95	45176	4	980	True	52.4995934409776	17.1339094277453	29748	29749	EUR
96	45298	4	681	True	46.3031494345656	17.9200165169109	29906	29907	EUR
97	45225	4	854	True	51.432318056234	14.591518897727	29802	29803	EUR
98	45303	4	659	True	47.4223779026669	11.1081010523973	29916	29917	EUR
99	45332	4	562	True	51.9331579362462	10.7437498224219	29968	29969	EUR
100	45215	4	876	True	43.0847755770912	22.4682234831364	29786	29787	EUR
101	45279	4	741	True	50.0090245727491	17.0731355391885	29880	29881	EUR
102	45339	4	538	True	48.3895674084893	27.5347782851648	29982	29983	EUR
103	45290	4	707	True	47.1871911494037	27.0595739429608	29898	29899	EUR
104	45272	4	754	True	48.26134856041	7.91692008207207	29868	29869	EUR
105	45334	4	556	True	47.0000994216759	18.3009498917917	29972	29973	EUR
106	45173	4	984	True	51.9661807470052	14.3073067182632	29742	29743	EUR
107	45309	4	647	True	42.9056101218325	19.4813112351822	29926	29927	EUR
108	45218	4	875	True	51.5708225653662	11.7306515061514	29792	29793	EUR
109	45191	4	938	True	50.4931565881068	24.566682293347	29766	29767	EUR
110	45257	4	783	True	46.5372822173581	21.1516522165559	29848	29849	EUR
111	45245	4	809	True	49.9796135984024	5.66678242519345	29828	29829	EUR
112	45201	4	909	True	48.401509747015	12.1261439698902	29774	29775	EUR
113	45311	4	642	True	46.8819030084729	25.7222223539897	29930	29931	EUR
114	45319	4	621	True	46.874071521386	9.59620928615403	29944	29945	EUR
115	45214	4	881	True	45.3857473576718	17.4752873054271	29784	29785	EUR
116	45247	4	807	True	48.245351929905	3.2523361830292	29832	29833	EUR
117	45255	4	788	True	47.4839753483475	23.1566957872169	29844	29845	EUR
118	45179	4	968	True	45.0634511658453	18.6400810434263	29754	29755	EUR
119	45251	4	799	True	49.0558608297948	26.3532186753627	29836	29837	EUR
120	45343	4	530	True	48.6246860279375	12.9209603480369	29990	29991	EUR
121	45326	4	591	True	52.1030339547263	25.3069764488455	29958	29959	EUR
122	45256	4	788	True	50.1510386030117	20.1876303786604	29846	29847	EUR
123	45285	4	723	True	48.7551896604328	7.83514855329712	29892	29893	EUR
124	45177	4	978	True	49.4985552760617	11.7626840082129	29750	29751	EUR
125	45227	4	845	True	50.8834609938961	21.6945279334529	29806	29807	EUR
126	45252	4	797	True	50.4253343666159	23.8837528674789	29838	29839	EUR
127	45342	4	531	True	53.1350861600665	13.0852242618672	29988	29989	EUR
128	45308	4	648	True	47.5930713612623	16.0931722857339	29924	29925	EUR
129	44920	4	1398	True	50.2704529756908	22.2911679702521	29520	29521	EUR
130	44698	4	1698	True	49.0474268998401	16.8529660698197	29384	29385	EUR
131	44505	4	1914	True	48.095780736641	11.7550535179941	29228	29229	EUR
132	44854	4	1469	True	50.3037113491957	18.1738799005797	29470	29471	EUR
133	45096	4	1125	True	41.4690105151141	25.7401156961257	29668	29669	EUR
134	45160	4	1007	True	49.1120463165791	6.3805768290434	29728	29729	EUR
135	44924	4	1382	True	45.2190118014966	0.856410530850989	29528	29529	EUR
136	44702	4	1678	True	52.747148849352	21.7517272105229	29392	29393	EUR
137	44701	4	1679	True	47.1900979628802	20.5376457205695	29390	29391	EUR
138	44903	4	1414	True	51.062837530939	9.38368399401286	29512	29513	EUR
139	44645	4	1763	True	49.0692025532921	16.8523843954862	29340	29341	EUR
140	44506	4	1911	True	52.0263659862346	11.3938844324013	29230	29231	EUR
141	44839	4	1500	True	50.1987523955481	15.3938694283594	29462	29463	EUR
142	44965	4	1334	True	51.3365488428406	16.7882069300915	29566	29567	EUR
143	45020	4	1234	True	52.2441174842143	14.4379713317789	29606	29607	EUR
144	44945	4	1373	True	48.7804076248394	6.33774895220305	29540	29541	EUR
145	44852	4	1484	True	45.136689542906	25.7231830235693	29466	29467	EUR
146	44649	4	1754	True	52.9393011539425	10.4262571731317	29348	29349	EUR
147	44570	4	1831	True	51.0304889979283	18.6452006356101	29290	29291	EUR
148	44996	4	1283	True	46.2429888750181	23.5577147953987	29580	29581	EUR
149	44904	4	1412	True	50.0409541485649	16.6207348928667	29514	29515	EUR
150	44557	4	1854	True	48.4798181677852	6.20136590038873	29264	29265	EUR
151	45143	4	1031	True	52.1239667447255	16.8746007506726	29710	29711	EUR
152	44679	4	1708	True	48.6748290355787	10.9337057381129	29380	29381	EUR
153	44627	4	1768	True	49.4965050984455	24.2091591356587	29332	29333	EUR
154	44833	4	1519	True	45.6658968728742	16.0594731985441	29450	29451	EUR
155	45050	4	1182	True	47.2948800537637	13.5549309785893	29628	29629	EUR
156	45071	4	1154	True	49.367526476166	25.9764522881434	29644	29645	EUR
157	44952	4	1346	True	40.9963161798321	23.4275594135338	29554	29555	EUR
158	44534	4	1871	True	46.4983382669072	22.7406781375154	29250	29251	EUR
159	44902	4	1423	True	46.7192277595348	19.2312434277475	29510	29511	EUR
160	44538	4	1860	True	52.8204504054032	19.2421936165879	29258	29259	EUR
161	44593	4	1813	True	50.404602480854	7.62879234990733	29296	29297	EUR
162	44630	4	1766	True	43.2249447299902	26.6638243717282	29338	29339	EUR
163	45161	4	1007	True	48.6869774088373	25.4399708644881	29730	29731	EUR
164	45021	4	1234	True	42.924205626548	19.0080564510451	29608	29609	EUR
165	44678	4	1708	True	44.6420531891211	23.1792877469676	29378	29379	EUR
166	44966	4	1334	True	53.007393606388	17.8965200157842	29568	29569	EUR
167	44474	4	1936	True	50.7652513778374	22.9017098900145	29212	29213	EUR
168	44964	4	1337	True	47.7974384160767	7.3428810569844	29564	29565	EUR
169	44433	4	1979	True	46.9874813695229	24.7362547821422	29194	29195	EUR
170	44767	4	1598	True	53.8158962370884	17.0839548297708	29412	29413	EUR
171	44677	4	1708	True	45.3890852578366	27.8765592838711	29376	29377	EUR
172	44648	4	1759	True	50.6500401068347	14.7203362880337	29346	29347	EUR
173	45100	4	1114	True	51.6269493877754	16.8407114283271	29676	29677	EUR
174	44618	4	1789	True	51.0184615525187	13.5086594700405	29314	29315	EUR
175	44874	4	1453	True	46.3411298092846	12.3595699925284	29482	29483	EUR
176	44900	4	1431	True	48.1214227007585	7.30675176715434	29506	29507	EUR
177	45052	4	1179	True	48.1601454372585	1.98602508060474	29632	29633	EUR
178	44872	4	1461	True	49.2971992922251	21.1644691494811	29478	29479	EUR
179	45033	4	1205	True	47.9621921503379	23.1322697922191	29616	29617	EUR
180	45130	4	1046	True	48.9139358699387	23.3563300701862	29704	29705	EUR
181	45001	4	1263	True	52.2396571122333	13.6179624551104	29590	29591	EUR
182	45119	4	1078	True	48.2728665200379	5.23033703676443	29694	29695	EUR
183	44925	4	1382	True	48.6751026548888	20.1583128296186	29530	29531	EUR
184	45147	4	1019	True	52.0011370634441	21.5525908557053	29718	29719	EUR
185	44535	4	1869	True	49.9448114344885	8.8783121335907	29252	29253	EUR
186	45141	4	1038	True	53.7202082086991	13.7409114865297	29706	29707	EUR
187	44510	4	1894	True	47.7338979068798	26.8940159711461	29238	29239	EUR
188	44512	4	1889	True	48.1887728562133	16.2473937724683	29242	29243	EUR
189	44447	4	1969	True	47.8219155376501	9.8676410072725	29198	29199	EUR
190	44647	4	1760	True	48.7348070805121	15.6317315327352	29344	29345	EUR
191	44425	4	1998	True	41.6203271567783	24.2807763325306	29178	29179	EUR
192	44672	4	1725	True	48.3881808556629	19.896304253453	29366	29367	EUR
193	44876	4	1451	True	46.5567163963035	21.2137118939118	29486	29487	EUR
194	44531	4	1882	True	49.1214753210995	12.5738936841925	29244	29245	EUR
195	44724	4	1671	True	47.4209986684533	24.7566217468018	29396	29397	EUR
196	44567	4	1839	True	52.3625574237241	12.3369009950742	29284	29285	EUR
197	44856	4	1467	True	44.6181997003391	28.3666521057226	29474	29475	EUR
198	44449	4	1957	True	52.9672414779397	7.73000478905919	29202	29203	EUR
199	45159	4	1010	True	45.0822572598115	10.8176190178464	29726	29727	EUR
200	44558	4	1853	True	49.9636907273872	7.96236287116436	29266	29267	EUR
201	44569	4	1835	True	50.9550187079613	23.9885519611835	29288	29289	EUR
202	45157	4	1014	True	51.4672904849532	23.2742872883238	29722	29723	EUR
203	44563	4	1846	True	48.6772831304754	19.3609472765285	29276	29277	EUR
204	44949	4	1351	True	45.2163301808636	24.2297816380849	29548	29549	EUR
205	44434	4	1975	True	51.1124245486035	24.792502293713	29196	29197	EUR
206	44923	4	1388	True	48.4002708148666	7.47057897586546	29526	29527	EUR
207	45000	4	1264	True	50.5475703144524	23.671931722738	29588	29589	EUR
208	44700	4	1696	True	51.413374829939	8.98698241151386	29388	29389	EUR
209	45048	4	1187	True	52.6742824697169	13.8707708512907	29624	29625	EUR
210	44432	4	1981	True	46.4155942421007	25.9940881942887	29192	29193	EUR
211	44832	4	1521	True	42.9697270428467	25.4472966485139	29448	29449	EUR
212	44882	4	1439	True	45.2864825490444	22.9440835220708	29498	29499	EUR
213	45055	4	1169	True	44.3358541560249	19.5591936309302	29638	29639	EUR
214	44984	4	1301	True	47.3724444760094	12.856520511144	29574	29575	EUR
215	45127	4	1065	True	52.5573058297268	16.1703441245753	29698	29699	EUR
216	44620	4	1786	True	42.2857324264073	22.8864272839776	29318	29319	EUR
217	44540	4	1859	True	48.6283651493651	19.4636052366195	29262	29263	EUR
218	44857	4	1466	True	48.0023662034099	18.1342794559866	29476	29477	EUR
219	44810	4	1534	True	48.9859021071356	14.9259959112792	29440	29441	EUR
220	45098	4	1122	True	43.4361695300443	20.1399031727749	29672	29673	EUR
221	44873	4	1456	True	41.4640690471436	21.3930858635913	29480	29481	EUR
222	44652	4	1747	True	46.2443411016461	25.9917929400961	29354	29355	EUR
223	45128	4	1053	True	53.209829107017	23.1897858148258	29700	29701	EUR
224	44430	4	1989	True	48.8533810731195	11.9845538473112	29188	29189	EUR
225	44564	4	1845	True	48.5875733158053	9.14948729721724	29278	29279	EUR
226	44811	4	1534	True	50.6780220334591	16.2296734965844	29442	29443	EUR
227	44951	4	1346	True	48.6385485355054	5.69907428706126	29552	29553	EUR
228	44674	4	1720	True	44.9369347169505	25.6875277038583	29370	29371	EUR
229	44619	4	1788	True	48.9681232114706	8.15185979904566	29316	29317	EUR
230	45099	4	1121	True	47.8056068118509	7.13224749900637	29674	29675	EUR
231	44899	4	1432	True	46.207928879368	6.09188183346138	29504	29505	EUR
232	45047	4	1190	True	49.1616407089449	8.53595366356947	29622	29623	EUR
233	44999	4	1267	True	50.2365194698413	13.2360786160603	29586	29587	EUR
234	44796	4	1558	True	50.1113558450357	11.098748956881	29434	29435	EUR
235	45120	4	1078	True	49.1530088859999	14.1249100113957	29696	29697	EUR
236	45093	4	1129	True	44.5764137417406	2.06504200546707	29662	29663	EUR
237	44875	4	1452	True	45.3307156410141	22.6474074573243	29484	29485	EUR
238	44794	4	1567	True	49.4601960773816	21.2470129264265	29430	29431	EUR
239	44480	4	1918	True	50.114205156702	18.5585059250046	29224	29225	EUR
240	44921	4	1394	True	48.6460102425512	6.70091342404757	29522	29523	EUR
241	44598	4	1798	True	45.1867827856762	21.1178518298798	29306	29307	EUR
242	44901	4	1424	True	43.7585962029044	25.8956571928279	29508	29509	EUR
243	45076	4	1138	True	51.437558191162	9.96678570755155	29654	29655	EUR
244	44473	4	1941	True	48.0438482180934	10.063128377528	29210	29211	EUR
245	44792	4	1574	True	50.8227421453274	24.0143215865031	29426	29427	EUR
246	44905	4	1408	True	51.6952003949162	19.9324125560425	29516	29517	EUR
247	44960	4	1345	True	48.5231762358939	13.8702669296898	29556	29557	EUR
248	44836	4	1504	True	48.1832353285551	8.07422040571664	29456	29457	EUR
249	44768	4	1597	True	42.7566361359339	19.8429834622459	29414	29415	EUR
250	45069	4	1164	True	46.041421051132	3.54083010213095	29640	29641	EUR
251	44624	4	1774	True	48.0575191714028	15.1397863638363	29326	29327	EUR
252	45053	4	1177	True	46.9544464228622	11.6781132599193	29634	29635	EUR
253	44478	4	1931	True	52.1243338438706	22.5847730981219	29220	29221	EUR
254	44675	4	1720	True	49.1558974686241	3.98381714936104	29372	29373	EUR
255	45113	4	1104	True	46.8907294949954	25.7087507686803	29682	29683	EUR
256	44986	4	1287	True	50.2045598595947	2.87363313195032	29578	29579	EUR
257	44769	4	1596	True	47.1188835890666	19.7453262105127	29416	29417	EUR
258	44472	4	1943	True	47.422226090323	18.9868989587799	29208	29209	EUR
259	44621	4	1784	True	50.5658589041589	17.6048575739677	29320	29321	EUR
260	44597	4	1798	True	47.9742660612574	7.07841431756253	29304	29305	EUR
261	45054	4	1173	True	47.803969301185	19.977385670996	29636	29637	EUR
262	44562	4	1846	True	46.8392204598654	16.5047545533426	29274	29275	EUR
263	44725	4	1665	True	42.3772712705959	26.1116605852621	29398	29399	EUR
264	44855	4	1469	True	50.2311695011429	25.4350087388623	29472	29473	EUR
265	44877	4	1451	True	47.8692955725203	13.2687208778344	29488	29489	EUR
266	44883	4	1438	True	49.4010785735397	5.30751102706961	29500	29501	EUR
267	44881	4	1443	True	50.6486601336708	8.02992021249866	29496	29497	EUR
268	44623	4	1776	True	50.0997191346121	11.4203905475384	29324	29325	EUR
269	44851	4	1489	True	44.5678876266429	24.4159305414585	29464	29465	EUR
270	44680	4	1706	True	47.0438265288264	9.10006622760627	29382	29383	EUR
271	44676	4	1711	True	48.2142892255349	20.7244222713021	29374	29375	EUR
272	44596	4	1812	True	53.2886897885591	14.6348530730001	29302	29303	EUR
273	44771	4	1587	True	48.0882037582868	1.86793293073429	29420	29421	EUR
274	44559	4	1849	True	46.2829740493279	21.3509775055281	29268	29269	EUR
275	44837	4	1504	True	51.9086642846448	24.3863798605987	29458	29459	EUR
276	44481	4	1917	True	45.9346513218934	24.452756391673	29226	29227	EUR
277	44884	4	1438	True	47.1412401356188	17.2433665995494	29502	29503	EUR
278	44962	4	1340	True	51.615187906971	12.2307559660208	29560	29561	EUR
279	44673	4	1722	True	51.5022274398055	13.3145501027192	29368	29369	EUR
280	44565	4	1842	True	48.0445423349337	26.9759863466532	29280	29281	EUR
281	44427	4	1993	True	50.9314078522849	14.7230265997898	29182	29183	EUR
282	45070	4	1162	True	50.7628201586894	19.2072474934644	29642	29643	EUR
283	44998	4	1275	True	51.1362248981298	12.468064022783	29584	29585	EUR
284	45097	4	1124	True	48.4385763372253	26.7473953524598	29670	29671	EUR
285	44448	4	1967	True	51.2084213360902	10.1923373642127	29200	29201	EUR
286	44479	4	1931	True	52.6148206324891	20.6801147387564	29222	29223	EUR
287	44946	4	1372	True	43.6545665815211	7.10403541391166	29542	29543	EUR
288	44617	4	1789	True	48.6159924389836	6.63811956153742	29312	29313	EUR
289	45148	4	1016	True	49.5880494948338	19.000025720755	29720	29721	EUR
290	44654	4	1743	True	50.6876550208324	19.8604186147551	29358	29359	EUR
291	44626	4	1772	True	50.7360233770354	19.9510608220634	29330	29331	EUR
292	44629	4	1767	True	46.008755501736	23.5938082895163	29336	29337	EUR
293	44477	4	1931	True	49.9007294634291	8.51480565738984	29218	29219	EUR
294	44929	4	1375	True	44.6897704151126	23.5435483547952	29538	29539	EUR
295	44726	4	1664	True	42.0548713780331	22.0661447647552	29400	29401	EUR
296	44594	4	1813	True	52.3021464356395	7.57223097953921	29298	29299	EUR
297	44812	4	1527	True	51.7626119820716	13.851241055787	29444	29445	EUR
298	45032	4	1206	True	51.9028327583768	20.6121511038389	29614	29615	EUR
299	44599	4	1796	True	48.191594812326	6.08834501822241	29308	29309	EUR
300	44834	4	1513	True	52.4495807751968	20.7582719803017	29452	29453	EUR
301	44592	4	1821	True	53.6784702183131	16.8170351798103	29294	29295	EUR
302	45017	4	1243	True	49.5319349141754	12.9998682537081	29600	29601	EUR
303	44793	4	1570	True	50.6520099416631	4.91999859711579	29428	29429	EUR
304	45075	4	1140	True	42.3835709581601	20.0429573036023	29652	29653	EUR
305	45016	4	1243	True	47.9410411858158	14.5060120802268	29598	29599	EUR
306	44790	4	1583	True	41.9105792150364	23.6268464743945	29422	29423	EUR
307	44765	4	1608	True	50.9223211203547	19.0403797565101	29408	29409	EUR
308	45002	4	1256	True	50.4401012997649	15.3778179440615	29592	29593	EUR
309	44853	4	1470	True	41.541840057675	25.9758215947146	29468	29469	EUR
310	45115	4	1090	True	49.165576551412	15.2753871893275	29686	29687	EUR
311	45015	4	1244	True	41.5027747158822	22.6808951970777	29596	29597	EUR
312	44766	4	1599	True	51.0180801338349	23.0287837449644	29410	29411	EUR
313	45158	4	1012	True	44.6860852303881	10.4702459837359	29724	29725	EUR
314	45163	4	1000	True	44.8426145934405	15.9738014829966	29734	29735	EUR
315	44655	4	1740	True	50.7685593078615	21.5611883549845	29360	29361	EUR
316	44791	4	1577	True	46.4063985319556	9.56378792738782	29424	29425	EUR
317	44646	4	1761	True	45.0978957284086	9.40784117638465	29342	29343	EUR
318	44628	4	1768	True	49.1428505657208	17.0975234134458	29334	29335	EUR
319	44560	4	1848	True	49.791156873999	8.87349124115178	29270	29271	EUR
320	44878	4	1449	True	53.3685406728323	19.960886248236	29490	29491	EUR
321	44616	4	1791	True	44.9162983724484	18.3734111885604	29310	29311	EUR
322	44967	4	1320	True	45.0838574124173	11.7862141829254	29570	29571	EUR
323	45030	4	1219	True	44.0178079844218	10.1502306803757	29610	29611	EUR
324	45035	4	1196	True	48.7494756346185	24.6192877554165	29620	29621	EUR
325	44539	4	1859	True	52.9537077300312	18.3038976392506	29260	29261	EUR
326	44471	4	1945	True	53.1456482999287	20.1636721858721	29206	29207	EUR
327	44507	4	1903	True	46.8823025907478	14.0196993856591	29232	29233	EUR
328	44511	4	1890	True	44.859334117089	18.657948231161	29240	29241	EUR
329	44985	4	1293	True	52.3684296547118	16.8413798817139	29576	29577	EUR
330	45116	4	1084	True	47.2552937498622	12.8403898136064	29688	29689	EUR
331	44997	4	1282	True	44.1661968524844	0.977463348561566	29582	29583	EUR
332	44476	4	1932	True	53.0291768893243	14.5324994244379	29216	29217	EUR
333	44699	4	1697	True	50.167257755048	8.38038493558885	29386	29387	EUR
334	45034	4	1198	True	44.1496239040668	27.2042174933202	29618	29619	EUR
335	45142	4	1035	True	49.8800802703455	17.273943582201	29708	29709	EUR
336	44509	4	1895	True	53.7561717057908	14.2103399232839	29236	29237	EUR
337	45129	4	1051	True	41.2161330099077	22.067405444477	29702	29703	EUR
338	44947	4	1359	True	46.574672347565	13.7919508348528	29544	29545	EUR
339	44536	4	1866	True	48.3331787807098	11.2778051843711	29254	29255	EUR
340	43540	5	2969	True	54.0804610231402	22.8879213433774	28604	28605	YAM
341	43541	4	2970	True	50.8585004748956	21.7900485741798	28602	28603	EUR
342	43854	5	2577	True	49.2315984029773	15.540877129246	28808	28809	YAM
343	43977	4	2451	True	46.1014521315733	18.5852271729483	28876	28877	EUR
344	44162	4	2255	True	53.7818829681365	24.8872344473787	28988	28989	EUR
345	43588	5	2923	True	53.211707521065	21.0471472435255	28634	28635	YAM
346	44217	4	2210	True	43.1876226556424	26.7713381140653	29032	29033	EUR
347	43948	4	2464	True	46.2334821309094	19.9442923105429	28864	28865	EUR
348	44394	4	2022	True	50.5706414855843	21.0710537686063	29162	29163	EUR
349	43978	4	2446	True	46.7549481712139	12.1641878706	28878	28879	EUR
350	44158	4	2261	True	46.6828993716629	5.2116275502821	28980	28981	EUR
351	44003	4	2410	True	48.5254298483038	20.9980570781658	28894	28895	EUR
352	43828	5	2611	True	49.1489457467319	21.3604524732331	28792	28793	YAM
353	43590	4	2932	True	50.8378448095897	13.8494196447913	28630	28631	EUR
354	43707	5	2778	True	52.7579802441439	21.6018217172299	28714	28715	YAM
355	43826	4	2629	True	47.4637874118562	29.8452093755541	28780	28781	EUR
356	44242	4	2184	True	50.5770299951463	6.01424748576844	29048	29049	EUR
357	43538	4	2984	True	44.9664188191755	23.6017130416917	28598	28599	EUR
358	44033	4	2374	True	51.4345468470819	21.7363863471023	28912	28913	EUR
359	43569	4	2950	True	47.3049343970017	20.825350890402	28614	28615	EUR
360	43627	5	2848	True	48.1552146867357	19.5119769644969	28662	28663	YAM
361	44157	4	2265	True	45.174040951741	28.017665199168	28978	28979	EUR
362	43607	5	2883	True	49.5607440920598	21.9365066546412	28642	28643	YAM
363	44424	4	2000	True	49.2394440439467	25.828869685929	29176	29177	EUR
364	43918	4	2497	True	47.7227537316415	24.9100314609787	28842	28843	EUR
365	43869	4	2555	True	53.45647638442	23.4386854852066	28810	28811	EUR
366	43571	5	2936	True	49.0264709978883	21.367603369949	28626	28627	YAM
367	43683	4	2814	True	47.4915472086664	23.2590681635923	28684	28685	EUR
368	44034	4	2373	True	47.6379528726117	20.5418858159077	28914	28915	EUR
369	43802	5	2652	True	48.954629706574	16.6496640894568	28768	28769	YAM
370	44275	4	2146	True	51.5422737510113	22.0065016473789	29074	29075	EUR
371	44248	4	2158	True	51.9983685983821	23.5400106604562	29060	29061	EUR
