ind	co1	co2
42784	7.708902880250756	7.708902880250756
8161	1.60540580883789	1.60540580883789
12398	0.010000000001557355	0.010000000001557355
42047	0.010000000000001135	0.010000000000001135
43565	4.943087684887747	4.943087684887747
32738	0.010000007084115347	0.010000007084115347
43503	0.2906262662784912	0.2906262662784912
17147	0.010457438933627678	0.010457438933627678
11950	0.014331933941613464	0.014331933941613464
25801	0.01	0.01
9213	0.01	0.01
1367	0.01039731815672014	0.01039731815672014
12019	0.01	0.01
34824	0.010000006273303186	0.010000006273303186
1640	0.01	0.01
10621	0.2503054627265373	0.2503054627265373
43290	0.014341338056586949	0.014341338056586949
24719	0.01	0.01
40120	0.01	0.01
20319	0.01	0.01
16210	0.10670396053915	0.10670396053915
44272	0.3407570532182119	0.3407570532182119
37698	0.15376434511147988	0.15376434511147988
10482	0.010000000076057933	0.010000000076057933
6930	0.01	0.01
16816	0.010001168308862732	0.010001168308862732
42241	0.010000011249273117	0.010000011249273117
13669	3.131379131991348	3.131379131991348
42450	0.01000004161857961	0.01000004161857961
31033	0.01628187344333294	0.01628187344333294
8887	0.010000000000176663	0.010000000000176663
4578	0.06094979038806054	0.06094979038806054
26443	0.01	0.01
4025	0.010037081090286254	0.010037081090286254
3402	0.0100000135502901	0.0100000135502901
5788	0.01000000000000001	0.01000000000000001
7020	0.010000000008598737	0.010000000008598737
35324	0.010000000002827964	0.010000000002827964
17760	0.10739168358520702	0.10739168358520702
31990	0.01	0.01
37825	0.010582489081902766	0.010582489081902766
41228	0.045523708055033384	0.045523708055033384
21148	0.01000000000046854	0.01000000000046854
31419	0.6805180401907792	0.6805180401907792
41517	0.01	0.01
9048	0.01000002325806169	0.01000002325806169
3608	0.010000000018074677	0.010000000018074677
33452	0.010000000000258842	0.010000000000258842
36763	0.01000000000036371	0.01000000000036371
1478	0.010000147074944381	0.010000147074944381
31027	0.01073423931085104	0.01073423931085104
20360	0.010054793026978181	0.010054793026978181
556	0.010000000000039977	0.010000000000039977
45010	0.010000000000049934	0.010000000000049934
39491	0.01000000000000001	0.01000000000000001
20948	0.010000000150010183	0.010000000150010183
9397	0.01	0.01
35596	0.013386033704871665	0.013386033704871665
27745	0.01090345956771147	0.01090345956771147
4218	0.01000300561748798	0.01000300561748798
34412	0.01	0.01
20597	0.010847325416183324	0.010847325416183324
32045	0.010364683823201168	0.010364683823201168
32783	0.45429916048560604	0.45429916048560604
39881	0.01	0.01
26165	4.699032829393445	4.699032829393445
17661	0.01	0.01
2159	1.1268608345621214	1.1268608345621214
7542	0.010013017785497468	0.010013017785497468
23620	0.01	0.01
15622	0.010306129388453789	0.010306129388453789
43350	0.010000000000000767	0.010000000000000767
16711	0.010023720143564297	0.010023720143564297
43356	0.1601959142045159	0.1601959142045159
45375	0.012766482539540179	0.012766482539540179
45421	0.01	0.01
17890	0.01	0.01
43194	0.010000897149840033	0.010000897149840033
32832	0.01	0.01
33307	0.010000000000000002	0.010000000000000002
3777	0.010000000001059092	0.010000000001059092
33840	0.01	0.01
45210	0.010090071898555006	0.010090071898555006
38669	0.01	0.01
9026	0.010085824240305305	0.010085824240305305
6149	0.01	0.01
3823	0.011295172755598071	0.011295172755598071
30417	9.531629733615658	9.531629733615658
31504	0.013180910388709638	0.013180910388709638
24993	0.010000000000054311	0.010000000000054311
20503	0.05917245186374764	0.05917245186374764
30252	0.0101228753690787	0.0101228753690787
510	0.01	0.01
18306	0.010000000000000068	0.010000000000000068
35539	0.015236465913660917	0.015236465913660917
29427	0.010000000000014239	0.010000000000014239
27806	0.01	0.01
41417	0.057736232804240985	0.057736232804240985
33509	0.01	0.01
3560	0.021126943692202374	0.021126943692202374
14955	0.010612012523087747	0.010612012523087747
24605	0.010020878750597343	0.010020878750597343
26436	0.01	0.01
6409	0.010000001374324463	0.010000001374324463
22332	0.010000000000013576	0.010000000000013576
18689	0.01	0.01
15594	0.010000136708353927	0.010000136708353927
3053	0.010214882623479181	0.010214882623479181
5582	0.01	0.01
13337	0.010619973566151793	0.010619973566151793
10674	0.01	0.01
35560	0.010000000280964746	0.010000000280964746
6958	1.4095340922437858	1.4095340922437858
15855	0.010000000085758512	0.010000000085758512
35501	0.01	0.01
12443	0.010000025259602929	0.010000025259602929
614	0.010000146525454678	0.010000146525454678
9005	0.010000005891730937	0.010000005891730937
37861	0.010000000004509835	0.010000000004509835
42983	0.01000162173436604	0.01000162173436604
42954	4.959735568488544	4.959735568488544
17915	0.018585182912419666	0.018585182912419666
12783	0.29929700122502617	0.29929700122502617
17020	0.010000000170026817	0.010000000170026817
13652	0.010000837077902733	0.010000837077902733
2266	0.01	0.01
6833	0.010000000000000004	0.010000000000000004
14272	0.01	0.01
43387	0.010000000000000016	0.010000000000000016
16388	0.17108541721874254	0.17108541721874254
