ind	co1	co2
42784	11.901615925576058	11.901615925576058
8161	0.11033712123760543	0.11033712123760543
12398	0.042769763788498005	0.042769763788498005
42047	23.233252030817443	23.233252030817443
43565	0.3798901193128216	0.3798901193128216
32738	6.5840102421884925	6.5840102421884925
43503	2.066613050077591	2.066613050077591
17147	0.018316057836518886	0.018316057836518886
11950	0.010119964527144455	0.010119964527144455
25801	2.0222108276942006	2.0222108276942006
9213	0.010119953708738952	0.010119953708738952
1367	0.3729908035135761	0.3729908035135761
12019	0.010000000802733352	0.010000000802733352
34824	6.318466461484954	6.318466461484954
1640	2.9243089729014557	2.9243089729014557
10621	0.015244183241863295	0.015244183241863295
43290	0.020504976779445523	0.020504976779445523
24719	0.0105288373330018	0.0105288373330018
40120	5.08130893528114	5.08130893528114
20319	6.888081869864678	6.888081869864678
16210	5.562047801034885	5.562047801034885
44272	0.19325310410370455	0.19325310410370455
37698	0.010671406252711731	0.010671406252711731
10482	0.8256987248176284	0.8256987248176284
6930	0.4073587788584267	0.4073587788584267
16816	16.82286731137916	16.82286731137916
42241	0.4966218912687627	0.4966218912687627
13669	3.095970911865813	3.095970911865813
42450	0.08162144397837383	0.08162144397837383
31033	4.4443872180611805	4.4443872180611805
8887	0.010003390029219753	0.010003390029219753
4578	1.4035671934144973	1.4035671934144973
26443	0.41898043187709005	0.41898043187709005
4025	0.02565317619658323	0.02565317619658323
3402	0.14073903973461518	0.14073903973461518
5788	0.12005107960891508	0.12005107960891508
7020	5.089247675348103	5.089247675348103
35324	0.010494319379872937	0.010494319379872937
17760	2.145060279448398	2.145060279448398
31990	4.145024447687172	4.145024447687172
37825	0.09330271944711332	0.09330271944711332
41228	8.543955866717843	8.543955866717843
21148	0.010313983438783538	0.010313983438783538
31419	0.45467846797875466	0.45467846797875466
41517	0.1566836910902852	0.1566836910902852
9048	0.0859869840142771	0.0859869840142771
3608	0.09009790599599589	0.09009790599599589
33452	0.6017199187388735	0.6017199187388735
36763	2.2230202346586174	2.2230202346586174
1478	1.4904538155929592	1.4904538155929592
31027	0.0668956549312996	0.0668956549312996
20360	0.06889006783580508	0.06889006783580508
556	0.025883042921395136	0.025883042921395136
45010	0.21358387307225463	0.21358387307225463
39491	0.012487264753957748	0.012487264753957748
20948	2.295269703308058	2.295269703308058
9397	0.9542724743352444	0.9542724743352444
35596	0.010033084801374582	0.010033084801374582
27745	2.2726749146182392	2.2726749146182392
4218	1.995673227050839	1.995673227050839
34412	7.502330354146263	7.502330354146263
20597	0.01085308641433508	0.01085308641433508
32045	22.325045468150805	22.325045468150805
32783	0.010000017784955685	0.010000017784955685
39881	10.265435020981466	10.265435020981466
26165	1.194970831594939	1.194970831594939
17661	0.018660942348317514	0.018660942348317514
2159	0.04084062111254528	0.04084062111254528
7542	1.310384316718051	1.310384316718051
23620	5.62007576515457	5.62007576515457
15622	2.7278293953400925	2.7278293953400925
43350	0.010111044393510345	0.010111044393510345
16711	0.012210793283860216	0.012210793283860216
43356	0.7930036791268253	0.7930036791268253
45375	0.020536487784381656	0.020536487784381656
45421	0.022753240052247343	0.022753240052247343
17890	0.10451982028445891	0.10451982028445891
43194	0.010684481169802593	0.010684481169802593
32832	1.608940702212323	1.608940702212323
33307	0.010000429819180805	0.010000429819180805
3777	1.5970208829731578	1.5970208829731578
33840	0.012006484295194707	0.012006484295194707
45210	2.4263891425483433	2.4263891425483433
38669	2.787236190380446	2.787236190380446
9026	0.06966148431236042	0.06966148431236042
6149	4.413239724082082	4.413239724082082
3823	1.6877400576163655	1.6877400576163655
30417	0.010000043618759022	0.010000043618759022
31504	0.031152065858601544	0.031152065858601544
24993	3.010176368480694	3.010176368480694
20503	0.0584874022612836	0.0584874022612836
30252	0.01000000015139992	0.01000000015139992
510	0.010892936284930899	0.010892936284930899
18306	3.3861329402605795	3.3861329402605795
35539	2.161474732150096	2.161474732150096
29427	1.2849355732793488	1.2849355732793488
27806	0.0100055489547932	0.0100055489547932
41417	0.2969148310883901	0.2969148310883901
33509	0.05813145185143238	0.05813145185143238
3560	0.019553766834089284	0.019553766834089284
14955	0.5950582074652073	0.5950582074652073
24605	0.013945234603288375	0.013945234603288375
26436	2.16578619559022	2.16578619559022
6409	0.010003380674666164	0.010003380674666164
22332	0.23436682190140162	0.23436682190140162
18689	11.247127165759245	11.247127165759245
15594	0.1966924417398932	0.1966924417398932
3053	0.013819869577912912	0.013819869577912912
5582	0.46040142585881977	0.46040142585881977
13337	0.36947943881708184	0.36947943881708184
10674	0.12830160859185274	0.12830160859185274
35560	0.8682050431945981	0.8682050431945981
6958	23.294589040889765	23.294589040889765
15855	3.2493562003178504	3.2493562003178504
35501	6.638466568677033	6.638466568677033
12443	0.21757232910741378	0.21757232910741378
614	0.7846426939973067	0.7846426939973067
9005	0.010129424081239879	0.010129424081239879
37861	0.023581541651842515	0.023581541651842515
42983	0.011170748282977459	0.011170748282977459
42954	0.02679399569114045	0.02679399569114045
17915	5.7151539450125055	5.7151539450125055
12783	3.472129737223498	3.472129737223498
17020	0.012439325532987931	0.012439325532987931
13652	0.40481773728467557	0.40481773728467557
2266	21.38865344130431	21.38865344130431
6833	0.39050247995275655	0.39050247995275655
14272	5.915512207458479	5.915512207458479
43387	12.731270986259979	12.731270986259979
16388	0.06510462088186778	0.06510462088186778
14599	11.301077406733523	11.301077406733523
35567	0.0513128088099779	0.0513128088099779
28637	0.09465177117727233	0.09465177117727233
4947	0.15750808611680803	0.15750808611680803
17910	0.010000000945532023	0.010000000945532023
6968	0.10397994559984396	0.10397994559984396
24599	1.068713998956999	1.068713998956999
31129	2.6751449946713226	2.6751449946713226
43833	5.966368132289745	5.966368132289745
32689	0.8535163220391059	0.8535163220391059
18213	1.7382541292645495	1.7382541292645495
14066	0.035116198889779175	0.035116198889779175
22492	0.1637983664544543	0.1637983664544543
37071	0.4794539103748571	0.4794539103748571
41313	0.010020229032527458	0.010020229032527458
7539	0.017575956829225248	0.017575956829225248
45301	0.010000003186652352	0.010000003186652352
28448	2.643195418509962	2.643195418509962
39056	11.285016709515537	11.285016709515537
39916	1.3998562654917828	1.3998562654917828
42390	0.6165857898164355	0.6165857898164355
15915	0.024565338861461714	0.024565338861461714
8835	0.3554751531802652	0.3554751531802652
6695	0.07940582445846647	0.07940582445846647
9318	0.011098293651435718	0.011098293651435718
42817	0.010001784534668292	0.010001784534668292
29356	10.544436331312806	10.544436331312806
28121	0.18084155252792178	0.18084155252792178
19875	1.1668427660608667	1.1668427660608667
42219	8.54252729643182	8.54252729643182
13064	15.833268081153545	15.833268081153545
1634	0.042396042538788564	0.042396042538788564
40714	0.178520536033872	0.178520536033872
42690	0.03853532524085417	0.03853532524085417
14765	0.09758142213392948	0.09758142213392948
29928	18.652030573957166	18.652030573957166
26699	0.49861793834181317	0.49861793834181317
18234	4.6338462855972695	4.6338462855972695
3687	1.1865710113579815	1.1865710113579815
20059	0.9379645003695918	0.9379645003695918
33009	0.04307851425315541	0.04307851425315541
23841	0.05329662324042507	0.05329662324042507
45105	14.049890402126005	14.049890402126005
15983	0.01022883763730649	0.01022883763730649
39460	0.20061266099070918	0.20061266099070918
45002	0.010695176892581672	0.010695176892581672
38420	1.6457713824288842	1.6457713824288842
31799	4.550179294273571	4.550179294273571
40366	1.8887762784314146	1.8887762784314146
21558	2.1251839280721745	2.1251839280721745
7498	4.884129157608494	4.884129157608494
27092	7.2586176862127685	7.2586176862127685
39293	0.230560821169545	0.230560821169545
31062	0.01240963988388051	0.01240963988388051
16404	10.857597062260716	10.857597062260716
32948	0.010144279418854039	0.010144279418854039
19281	0.8101077621661487	0.8101077621661487
9044	3.800338110670099	3.800338110670099
41440	0.012858248808717544	0.012858248808717544
41902	0.9311491877755862	0.9311491877755862
5233	0.05191346954944873	0.05191346954944873
39148	0.09147159008325596	0.09147159008325596
22359	1.3688509890877016	1.3688509890877016
42947	0.05367184787089016	0.05367184787089016
7499	0.012842030924051277	0.012842030924051277
1751	0.34224415862639057	0.34224415862639057
43540	0.014424016628097159	0.014424016628097159
43939	2.97510482662498	2.97510482662498
23297	3.9942588250453857	3.9942588250453857
42904	0.010054685313012393	0.010054685313012393
40332	0.08559721012950586	0.08559721012950586
38966	0.03418324682689949	0.03418324682689949
3471	4.252620247847057	4.252620247847057
40644	0.1182864128936266	0.1182864128936266
12537	0.012715591027363008	0.012715591027363008
7192	0.9972772763470239	0.9972772763470239
19872	0.010014335041479583	0.010014335041479583
6307	7.269462249255387	7.269462249255387
10921	3.282076771387171	3.282076771387171
3504	0.22336201076772313	0.22336201076772313
13388	0.010108758182592775	0.010108758182592775
24243	2.10092224128271	2.10092224128271
10238	4.984192073658604	4.984192073658604
28164	16.767522389909264	16.767522389909264
22203	5.345282579074245	5.345282579074245
31386	0.30931458805048373	0.30931458805048373
902	0.1995719513718685	0.1995719513718685
18116	0.010005950710269924	0.010005950710269924
2211	1.2438929271348005	1.2438929271348005
14248	1.2666309436761305	1.2666309436761305
27137	1.0996882379420285	1.0996882379420285
42742	5.546474869411858	5.546474869411858
44300	0.010018863127838505	0.010018863127838505
15797	0.4706229030400444	0.4706229030400444
7858	3.555530751346729	3.555530751346729
26532	4.725772085738776	4.725772085738776
44353	0.02515721419857056	0.02515721419857056
22894	6.405434792937869	6.405434792937869
28970	0.8836755423594972	0.8836755423594972
15120	1.1262358106047305	1.1262358106047305
6117	0.8311815189358432	0.8311815189358432
36832	1.4872445021657863	1.4872445021657863
879	0.010203651779293634	0.010203651779293634
20505	1.2518834107873704	1.2518834107873704
8328	1.9738661927193355	1.9738661927193355
37029	13.962723168193499	13.962723168193499
2532	9.465780535019118	9.465780535019118
14035	2.3578626462631487	2.3578626462631487
19950	0.010098961175606398	0.010098961175606398
42046	1.5540959794479765	1.5540959794479765
38159	0.01569327439617941	0.01569327439617941
6122	1.046463562057203	1.046463562057203
17237	0.010002028767120896	0.010002028767120896
44716	0.02352664371859225	0.02352664371859225
39656	0.011076264978474692	0.011076264978474692
44792	0.10930576943690279	0.10930576943690279
16308	0.9816424801273831	0.9816424801273831
13057	0.010635118228653673	0.010635118228653673
9545	0.45123450236814416	0.45123450236814416
7196	3.7504729019337257	3.7504729019337257
19948	1.445398525356369	1.445398525356369
16412	16.13075743476333	16.13075743476333
43863	0.5013899578494009	0.5013899578494009
25683	0.09178162063377113	0.09178162063377113
10009	0.7450083339283686	0.7450083339283686
22615	0.03233594196874348	0.03233594196874348
42267	0.7398991699332662	0.7398991699332662
38456	0.3369966139243067	0.3369966139243067
42286	0.03290877336858893	0.03290877336858893
19336	7.447605844490832	7.447605844490832
33578	0.010314558275911273	0.010314558275911273
13507	0.019050683809123566	0.019050683809123566
33453	3.6001903253999585	3.6001903253999585
30227	0.010072750024749772	0.010072750024749772
42453	0.30891527701278376	0.30891527701278376
4263	0.257702457683445	0.257702457683445
20681	0.02860402462814876	0.02860402462814876
4776	0.4978488520520186	0.4978488520520186
7808	0.06415454607351115	0.06415454607351115
32130	0.010144993409150852	0.010144993409150852
9908	0.6694497369329323	0.6694497369329323
18908	3.489030579129977	3.489030579129977
20453	6.744282082073728	6.744282082073728
22499	0.030743870692901618	0.030743870692901618
20592	0.11488345537366983	0.11488345537366983
84	5.877100681975091	5.877100681975091
18236	3.8524931339536708	3.8524931339536708
41103	33.66529835879423	33.66529835879423
6068	0.7109998785521459	0.7109998785521459
38498	0.20207846797755102	0.20207846797755102
25838	0.2393571590383202	0.2393571590383202
34293	0.0119811057384316	0.0119811057384316
1565	2.787648402214956	2.787648402214956
12058	0.9851934110087537	0.9851934110087537
5215	0.010000003695489887	0.010000003695489887
34320	0.010005607632096071	0.010005607632096071
26787	0.10111588211558578	0.10111588211558578
42760	0.015185634791699393	0.015185634791699393
1664	1.710641060602776	1.710641060602776
3156	0.8633119152659144	0.8633119152659144
14342	26.43074455118592	26.43074455118592
40282	1.3243534389963694	1.3243534389963694
15410	0.01273992303891318	0.01273992303891318
28781	5.002948915869388	5.002948915869388
37731	0.010752059872295317	0.010752059872295317
19362	0.5090703589586807	0.5090703589586807
40390	1.511722390810498	1.511722390810498
27028	0.12975970829264555	0.12975970829264555
4777	0.14955256016975904	0.14955256016975904
11237	0.6250904233632424	0.6250904233632424
32129	0.024791404381456883	0.024791404381456883
25682	0.18123180282617227	0.18123180282617227
16256	0.012315277098608563	0.012315277098608563
44637	2.142525343570514	2.142525343570514
30750	0.010000886546973583	0.010000886546973583
20027	1.0767420086703734	1.0767420086703734
41122	2.036749387335609	2.036749387335609
2530	0.6763965147699171	0.6763965147699171
4874	1.2383215680081137	1.2383215680081137
19784	19.368872345055262	19.368872345055262
34134	0.4071847641769091	0.4071847641769091
12116	0.45723581768655713	0.45723581768655713
24360	0.010000004523939305	0.010000004523939305
19696	0.05156167952999818	0.05156167952999818
12945	3.9183680534609224	3.9183680534609224
20857	6.788958371400503	6.788958371400503
45170	3.196406348193493	3.196406348193493
4822	31.148377988113353	31.148377988113353
42981	8.285943745735498	8.285943745735498
19137	0.010031294970657814	0.010031294970657814
39294	4.428309482770635	4.428309482770635
21977	1.8772551730198237	1.8772551730198237
35228	1.6416070186406544	1.6416070186406544
13450	0.2866532228381792	0.2866532228381792
12866	0.07391255503195769	0.07391255503195769
13270	14.547546867117015	14.547546867117015
9174	0.9680973139227088	0.9680973139227088
41358	0.07598518329013795	0.07598518329013795
11942	0.24162312083078644	0.24162312083078644
18210	0.24186596551066633	0.24186596551066633
39326	4.013018715046569	4.013018715046569
12053	0.020690004740164136	0.020690004740164136
9928	0.01478793487616932	0.01478793487616932
12063	0.010116635825336975	0.010116635825336975
21144	0.08120458288284182	0.08120458288284182
11156	0.07785869304346645	0.07785869304346645
26139	0.40860125271446723	0.40860125271446723
2074	1.4656947997988858	1.4656947997988858
32591	12.276690406938283	12.276690406938283
20697	3.11917868594026	3.11917868594026
12093	0.010061145760468392	0.010061145760468392
27841	3.0351136292220073	3.0351136292220073
38922	0.010051623940109876	0.010051623940109876
26883	0.5097294952580739	0.5097294952580739
18905	5.9073620248707925	5.9073620248707925
2814	18.559813159388778	18.559813159388778
32042	0.4949459887287583	0.4949459887287583
19660	0.010343842686732666	0.010343842686732666
20477	1.994312837979519	1.994312837979519
39151	0.010481023308021635	0.010481023308021635
19285	0.010013518018822663	0.010013518018822663
13838	0.011200506749346913	0.011200506749346913
25366	7.193736299308451	7.193736299308451
42576	0.05108678950271756	0.05108678950271756
17717	1.5235399422361775	1.5235399422361775
3284	0.010601993611308045	0.010601993611308045
21838	0.013745639338742493	0.013745639338742493
35011	0.4319176345874376	0.4319176345874376
27318	2.9390001236098384	2.9390001236098384
16575	4.727164419898483	4.727164419898483
33719	0.96286073549784	0.96286073549784
43254	0.012381530738666869	0.012381530738666869
29420	0.052774628817756616	0.052774628817756616
8036	5.386542287734848	5.386542287734848
39143	2.2660272664467453	2.2660272664467453
10363	0.02844481099255125	0.02844481099255125
21621	2.268174889748994	2.268174889748994
24842	0.01599741856718622	0.01599741856718622
42387	0.05547598067708622	0.05547598067708622
30914	0.664106353166745	0.664106353166745
30994	0.018751304678540248	0.018751304678540248
12451	0.949789060892568	0.949789060892568
24697	0.3819849978531785	0.3819849978531785
25841	0.32747941497791255	0.32747941497791255
7849	0.04801091362772563	0.04801091362772563
16772	0.020122137852986405	0.020122137852986405
33433	0.010285533602151956	0.010285533602151956
6194	0.013701738209121612	0.013701738209121612
31539	16.40442592493857	16.40442592493857
28992	2.4816856896508033	2.4816856896508033
33920	0.1906129781142988	0.1906129781142988
4760	6.551702551051427	6.551702551051427
43384	0.010230666649351884	0.010230666649351884
25864	0.4625711586131739	0.4625711586131739
11020	0.9757741457025931	0.9757741457025931
2973	0.010063574236943122	0.010063574236943122
6651	1.7047986508379422	1.7047986508379422
11946	2.109573637225268	2.109573637225268
11216	0.13734143253117134	0.13734143253117134
6193	0.010196053790470958	0.010196053790470958
15914	0.5964795720522539	0.5964795720522539
12371	0.013255339431090214	0.013255339431090214
44327	0.6635418140002458	0.6635418140002458
23581	2.4885043041136914	2.4885043041136914
41252	0.013568092802715936	0.013568092802715936
10384	0.011378859753808557	0.011378859753808557
41576	0.015916414010058756	0.015916414010058756
35303	0.17727703577995108	0.17727703577995108
32892	10.13993056677357	10.13993056677357
2787	0.2825172871358179	0.2825172871358179
39594	0.06666617091601375	0.06666617091601375
7475	0.07604606769525339	0.07604606769525339
2840	0.2487421802125806	0.2487421802125806
9429	0.2232370884812378	0.2232370884812378
41167	3.815696473460819	3.815696473460819
26104	1.3716321707266184	1.3716321707266184
30881	7.5924694334001135	7.5924694334001135
34665	3.9907928049035992	3.9907928049035992
12643	5.297037856272577	5.297037856272577
33137	0.01146643241917013	0.01146643241917013
35562	3.0415865769388133	3.0415865769388133
45441	0.8289619123315389	0.8289619123315389
26445	0.0225372021976146	0.0225372021976146
43230	2.31134545142184	2.31134545142184
6002	1.4800994539957582	1.4800994539957582
24202	4.742756373745653	4.742756373745653
6000	3.1432512585099484	3.1432512585099484
17146	8.134758830381639	8.134758830381639
28515	0.9530261444975864	0.9530261444975864
5230	1.2344203874514241	1.2344203874514241
7879	2.430749228921932	2.430749228921932
26753	0.0613788899675538	0.0613788899675538
16728	0.1130025009511601	0.1130025009511601
13389	1.59351414397293	1.59351414397293
18514	0.10224913411291055	0.10224913411291055
17686	0.01421987063008738	0.01421987063008738
6285	2.478255955361463	2.478255955361463
15338	0.46171718585802207	0.46171718585802207
18696	4.588621246837907	4.588621246837907
20504	0.010278302447879046	0.010278302447879046
22493	0.010042572202470647	0.010042572202470647
