indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
HGDP00649.DG	HGDP00649	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00650.DG	HGDP00650	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00651.DG	HGDP00651	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00653.DG	HGDP00653	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00701.DG	HGDP00701	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
GoyetQ116-1_noUDG	GoyetQ116-1	Direct	35208	236	Troisieme__caverne__of__Goyet__cave	Belgium	50.446	5.008	manual.QC	FALSE	TRUE
GoyetQ376-19_noUDG_d	GoyetQ376-19	Direct	27505	117	Troisieme__caverne__of__Goyet__cave	Belgium	50.26	4.28	manual.QC	FALSE	TRUE
GoyetQ53-1_noUDG	GoyetQ53-1	Direct	28051	165	Troisieme__caverne__of__Goyet__cave	Belgium	50.26	4.28	manual.QC	FALSE	TRUE
GoyetQ56-16_noUDG	GoyetQ56-16	Direct	26300	191	Troisieme__caverne__of__Goyet__cave	Belgium	50.26	4.28	manual.QC	FALSE	TRUE
GoyetQ-2_noUDG	GoyetQ-2	Direct	15077	88	Troisieme__caverne__of__Goyet__cave	Belgium	50.446	5.008	manual.QC	FALSE	FALSE
GoyetQ-2_udg	GoyetQ-2	Direct	15077	88	Troisieme__caverne__of__Goyet__cave	Belgium	50.446	5.008	manual.QC	FALSE	TRUE
I24541	I24541	Context	11700	202	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	2500.to.5000.SNPs	FALSE	FALSE
I24540	I24540	Direct	5607	31	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I7543	I7543	Direct	3860	48	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I8041	I8041	Direct	4079	54	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I19950	I19950	Direct	4673	85	Saki__Tzul	Belize	16.515784	-88.875258	mtcontam=[0.939,0.969]	FALSE	TRUE
I5455	I5455	Direct	4472	32	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I6235	I6235	Direct	4523	75	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I6236	I6236	Direct	4482	40	Saki__Tzul	Belize	16.515784	-88.875258	..	FALSE	TRUE
I19167	I19167	Direct	4891	37	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	mtcontam=[0.831,0.971]	FALSE	TRUE
I19942	I19942	Direct	4943	50	Saki__Tzul	Belize	16.515784	-88.875258	..	FALSE	TRUE
I3442	I3442	Direct	4998	87	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I5454	I5454	Direct	5038	94	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I7544	I7544	Direct	4757	58	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	mtcontam=[0.948,0.975]	FALSE	TRUE
I3442_noUDG	I3442	Direct	4998	87	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	Xcontam=[0.006,0.016]	FALSE	FALSE
I19944_d	I19944	Direct	4868	35	Saki__Tzul	Belize	16.515784	-88.875258	mtcontam=[0.622,0.943]	FALSE	FALSE
I13267	I13267	Direct	5483	79	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I20428_d	I20428	Context	7025	87	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	mtcontam=[0.459,0.971]	FALSE	TRUE
I5456	I5456	Direct	7368	33	Saki__Tzul	Belize	16.515784	-88.875258	..	FALSE	TRUE
I5457	I5457	Direct	7376	34	Saki__Tzul	Belize	16.515784	-88.875258	..	FALSE	TRUE
I19170	I19170	Context	8775	130	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I19169	I19169	Direct	8735	101	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I13268	I13268	Direct	9534	38	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
I3443	I3443	Direct	9301	81	Mayahak__Cab__Pek	Belize	16.497398	-88.90496	..	FALSE	TRUE
mondal_PRBB-1.SG	PRBB-1	Modern	0	0	Bengali	India	..	..	..	FALSE	FALSE
S_Bengali-1.DG	HG03006	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.7	90.4	..	FALSE	TRUE
S_Bengali-2.DG	HG03007	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.7	90.4	..	FALSE	TRUE
S_Bergamo-2.DG	HGDP01172	Modern	0	0	..	Italy	46	10	..	FALSE	FALSE
S_Biaka-1.DG	HGDP00457	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	FALSE
S_Biaka-2.DG	HGDP00461	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	FALSE
HGDP00454.DG	HGDP00454	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00455.DG	HGDP00455	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00457.DG	HGDP00457	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00458.DG	HGDP00458	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00459.DG	HGDP00459	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00460.DG	HGDP00460	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00461.DG	HGDP00461	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00464.DG	HGDP00464	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00466.DG	HGDP00466	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00469.DG	HGDP00469	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00470.DG	HGDP00470	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00472.DG	HGDP00472	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00473.DG	HGDP00473	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00475.DG	HGDP00475	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00985.DG	HGDP00985	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP00986.DG	HGDP00986	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP01086.DG	HGDP01086	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP01090.DG	HGDP01090	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
HGDP01094.DG	HGDP01094	Modern	0	0	..	Central__African__Republic	4	17	..	FALSE	TRUE
mondal_BIR-15.SG	BIR-15	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-08.SG	BIR-08	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-11.SG	BIR-11	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-12.SG	BIR-12	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-13.SG	BIR-13	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-14.SG	BIR-14	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-16.SG	BIR-16	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-18.SG	BIR-18	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
mondal_BIR-22.SG	BIR-22	Modern	0	0	Birhor	India	..	..	..	FALSE	FALSE
IO2	IO2	Direct	985	110	TiticacaBasin	Bolivia	-17.9634243	-67.1522097	..	FALSE	TRUE
MIS3	MIS3	Direct	1120	51	TiticacaBasin	Bolivia	-16.492998	-68.1203	missing__metrics	FALSE	TRUE
MIS5	MIS5	Direct	1090	56	TiticacaBasin	Bolivia	-16.492998	-68.1203	missing__metrics	FALSE	TRUE
I0976	I0976	Context	900	87	Tiwanaku,__La__Paz	Bolivia	-16.55	-68.66666667	..	FALSE	TRUE
I0977	I0977	Direct	990	36	Tiwanaku,__La__Paz	Bolivia	-16.55	-68.66666667	damage.ds.half=0.029	FALSE	TRUE
I0978	I0978	Direct	865	40	Tiwanaku,__La__Paz	Bolivia	-16.55	-68.66666667	damage.ds.half=0.042	FALSE	TRUE
I0979	I0979	Context	1125	101	Tiwanaku,__La__Paz	Bolivia	-16.55	-68.66666667	damage.ds.half=0.036	FALSE	TRUE
MIS7	MIS7	Context	1100	87	TiticacaBasin	Bolivia	-16.492998	-68.1203	missing__metrics	FALSE	TRUE
I19561	I19561	Direct	702	15	Klakar	Bosnia-Herzegovina	45.074167	18.148889	damage.ss.half=0.068	FALSE	TRUE
NQO002	NQO002	Context	1055	113	Nqoma	Botswana	-17.94148	24.70934	..	FALSE	TRUE
TAU001	TAU001	Context	1000	29	Taukome	Botswana	-24.65509	25.86798	..	FALSE	TRUE
XAR001	XAR001	Context	1100	87	Xaro	Botswana	-18.41505	21.88777	..	FALSE	TRUE
XAR002	XAR002	Context	1100	87	Xaro	Botswana	-18.41505	21.88777	..	FALSE	TRUE
S_Bougainville-2.DG	HGDP00656	Modern	0	0	Bougainville	Papua__New__Guinea	-6	155	..	FALSE	FALSE
S_Bougainville-1.DG	HGDP00660	Modern	0	0	Bougainville	Papua__New__Guinea	-6	155	..	FALSE	FALSE
S_Brahmin-1.DG	S_Brahmin-1	Modern	0	0	Visakhapatnam	India	17.72	83.32	..	FALSE	TRUE
S_Brahmin-2.DG	S_Brahmin-2	Modern	0	0	Visakhapatnam	India	17.72	83.32	..	FALSE	TRUE
S_Brahui-2.DG	HGDP00019	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	FALSE
S_Brahui-1.DG	HGDP00027	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	FALSE
HGDP00001.DG	HGDP00001	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00003.DG	HGDP00003	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00005.DG	HGDP00005	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00007.DG	HGDP00007	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00009.DG	HGDP00009	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00011.DG	HGDP00011	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00015.DG	HGDP00015	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00017.DG	HGDP00017	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00019.DG	HGDP00019	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00021.DG	HGDP00021	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00023.DG	HGDP00023	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00025.DG	HGDP00025	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00027.DG	HGDP00027	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00031.DG	HGDP00031	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00033.DG	HGDP00033	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00035.DG	HGDP00035	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00037.DG	HGDP00037	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00039.DG	HGDP00039	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00043.DG	HGDP00043	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00045.DG	HGDP00045	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00049.DG	HGDP00049	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00072.DG	HGDP00072	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00041.DG	HGDP00041	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
Botocudo17_noUDG.SG	Bot17	Context	281	100	Rio__Doce__Valley	Brazil	-18.850833	-41.948889	..	FALSE	TRUE
Botocudo15_noUDG.SG	Botocudo15	Context	309	94	Rio__Doce__Valley	Brazil	-18.850833	-41.948889	..	FALSE	TRUE
Enoque65_noUDG.SG	Enoque65	Direct	3516	38	Toca__do__Enoque__Cave,__Serra__da__Capivara,__Piaui	Brazil	-8.666667	-42.55	..	FALSE	TRUE
I9054_noUDG_d	I9054	Direct	2183	80	Jabuticabeira__Shell__Midden__II	Brazil	-28.55	-49.00583333	..	FALSE	TRUE
I9055_noUDG_d	I9055	Direct	2073	50	Jabuticabeira__Shell__Midden__II	Brazil	-28.55	-49.00583333	..	FALSE	TRUE
I9056_noUDG_d	I9056	Direct	1339	21	Jabuticabeira__Shell__Midden__II	Brazil	-28.55	-49.00583333	..	FALSE	TRUE
I9058_noUDG	I9058	Direct	2524	106	Jabuticabeira__Shell__Midden__II	Brazil	-28.55	-49.00583333	..	FALSE	TRUE
I9057_noUDG_d	I9057	Direct	2436	85	Jabuticabeira__Shell__Midden__II	Brazil	-28.55	-49.00583333	..	FALSE	TRUE
CP26	Lapa05	Context	9650	318	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	popgen.evidence.of.European.contamination	FALSE	FALSE
CP18	Lapa14	Direct	9510	20	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	Xcontam=[0.007,0.034]	FALSE	TRUE
CP25	Lapa15	Direct	9601	45	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	..	FALSE	TRUE
CP23	Lapa22	Context	9650	318	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	..	FALSE	TRUE
CP19	Lapa01	Direct	9862	151	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	Xcontam=[0.014,0.043]	FALSE	FALSE
CP21	Lapa24	Direct	9247	90	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	Xcontam=[0.007,0.018]	FALSE	TRUE
CP22	Lapa25	Direct	9573	47	Lapa__do__Santo	Brazil	-19.47718333	-44.03805556	..	FALSE	TRUE
LAR001	LAR001	Direct	6560	56	Laranjal	Brazil	-24.28372	-47.48565	..	FALSE	TRUE
LAR002	LAR002	Direct	6808	57	Laranjal	Brazil	-24.28372	-47.48565	..	FALSE	TRUE
MOS001	MOS001	Direct	5809	60	Moraes	Brazil	-24.24696	-47.42179	..	FALSE	TRUE
Sumidouro4_noUDG.SG	Sumidouro4	Direct	10107	99	Caverna__do__Sumidouro,__Lagoa__Santa,__Brazil	Brazil	-19.54	-43.94	..	FALSE	TRUE
Sumidouro5_noUDG.SG	Sumidouro5	Direct	10372	79	Caverna__do__Sumidouro,__Lagoa__Santa,__Brazil	Brazil	-19.54	-43.94	..	FALSE	TRUE
Sumidouro6_noUDG.SG	Sumidouro6	Direct	10070	102	Caverna__do__Sumidouro,__Lagoa__Santa,__Brazil	Brazil	-19.54	-43.94	..	FALSE	TRUE
Sumidouro7_noUDG.SG	Sumidouro7	Direct	10190	71	Caverna__do__Sumidouro,__Lagoa__Santa,__Brazil	Brazil	-19.54	-43.94	..	FALSE	TRUE
Sumidouro8_noUDG.SG	Sumidouro8	Direct	9751	125	Caverna__do__Sumidouro,__Lagoa__Santa,__Brazil	Brazil	-19.54	-43.94	..	FALSE	TRUE
Bul6	Bul6	Context	4450	520	Nova__Zagora,__Beli__Breyag	Bulgaria	42.429624	25.898354	..	FALSE	TRUE
Bul8	Bul8	Context	4450	520	Nova__Zagora,__Beli__Breyag	Bulgaria	42.429624	25.898354	..	FALSE	TRUE
I0781	I0781	Direct	6404	43	Yunatsite	Bulgaria	42.232227	24.262688	..	TRUE	TRUE
I0785	I0785	Direct	6353	30	Yunatsite	Bulgaria	42.232227	24.262688	..	TRUE	TRUE
I2423	I2423	Direct	6381	48	Smyadovo	Bulgaria	43.05777778	26.98361111	..	TRUE	TRUE
I2424	I2424	Direct	6288	50	Smyadovo	Bulgaria	43.05777778	26.98361111	..	TRUE	TRUE
I2425	I2425	Direct	6475	57	Sushina	Bulgaria	43.05888889	26.76722222	..	TRUE	TRUE
I2427	I2427	Direct	6326	39	Sushina	Bulgaria	43.05888889	26.76722222	..	TRUE	TRUE
I2428	I2428	Context	6400	87	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	..	FALSE	TRUE
I2430	I2430	Direct	6448	41	Smyadovo	Bulgaria	43.05777778	26.98361111	..	TRUE	TRUE
I2431	I2431	Direct	6624	50	Ivanovo	Bulgaria	43.09916667	26.71944444	Xcontam=[0.005,0.011],__damage.ss.half=0.048	TRUE	TRUE
I2509	I2509	Direct	6350	30	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	batch.flag	TRUE	FALSE
I2519	I2519	Direct	6237	33	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	batch.flag	TRUE	FALSE
I2526	I2526	Direct	7293	48	Samovodene	Bulgaria	43.139507	25.610236	..	TRUE	TRUE
I2426_enhanced	I2426	Direct	6302	50	Sushina	Bulgaria	43.05888889	26.76722222	..	FALSE	TRUE
I2181_enhanced	I2181	Direct	6458	42	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	mtcontam=[0.933,0.98]	FALSE	TRUE
I2181	I2181	Direct	6458	42	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	mtcontam=[0.933,0.98]	TRUE	FALSE
I2426	I2426	Direct	6302	50	Sushina	Bulgaria	43.05888889	26.76722222	..	TRUE	FALSE
I19451	I19451	Context	4450	289	Kazanlak,__Tell__Kran__(Central,__Yasenovo)	Bulgaria	42.666642	25.373858	..	FALSE	TRUE
I19452	I19452	Context	4450	289	Kazanlak,__Tell__Kran__(Central,__Yasenovo)	Bulgaria	42.666642	25.373858	..	FALSE	TRUE
I19453	I19453	Context	4450	289	Kazanlak,__Tell__Kran__(Central,__Yasenovo)	Bulgaria	42.666642	25.373858	..	FALSE	TRUE
I19454	I19454	Context	4450	289	Kazanlak,__Tell__Kran__(Central,__Yasenovo)	Bulgaria	42.666642	25.373858	Xcontam=[0.007,0.027]	FALSE	TRUE
I19456_d	I19456	Context	4450	289	Kazanlak,__Tell__Kran__(Central,__Yasenovo)	Bulgaria	42.666642	25.373858	..	FALSE	TRUE
I19459	I19459	Context	4325	72	Tell__Ezero__(South__Central)	Bulgaria	42.462247	26.025931	mtcontam=[0.911,0.95]	FALSE	TRUE
I19460	I19460	Context	4325	72	Tell__Ezero__(South__Central)	Bulgaria	42.462247	26.025931	..	FALSE	TRUE
I19462	I19462	Context	4450	289	Nova__Zagora__(South__Central)	Bulgaria	42.494242	26.00875	..	FALSE	TRUE
I2175	I2175	Direct	5097	113	Smyadovo	Bulgaria	43.05777778	26.98361111	..	TRUE	TRUE
I2180	I2180	Direct	4959	70	Smyadovo__(Northeast)	Bulgaria	43.066667	27.016667	..	FALSE	TRUE
I2520	I2520	Direct	5153	89	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	batch.flag	FALSE	TRUE
I2177	I2177	Context	5150	115	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	..	FALSE	TRUE
I2176_enhanced	I2176	Direct	5146	92	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	Xcontam=[0.025,0.049]	FALSE	FALSE
Bul10	I12835	Direct	4951	54	Nova__Zagora,__Sabrano	Bulgaria	42.4296242	25.8983542	..	TRUE	TRUE
I12834	I12834	Context	4950	173	Sabrano__(Nova__Zagora)	Bulgaria	42.433333	25.9	..	FALSE	TRUE
I8429	I8429	Context	4550	231	Merichleri,__Kairyaka__necropolis__(Dimitrovgrad)	Bulgaria	42.132897	25.496288	..	FALSE	TRUE
I20182	I20182	Context	4100	491	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I2510	I2510	Direct	4794	57	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	..	TRUE	TRUE
I2165	I2165	Direct	4910	43	Merichleri,__Kairyaka__necropolis	Bulgaria	42.132897	25.496288	..	TRUE	TRUE
I19461	I19461	Context	4325	72	Tell__Ezero__(South__Central)	Bulgaria	42.462247	26.025931	mtcontam=[0.788,0.884]	FALSE	FALSE
I19458	I19458	Direct	4337	49	Tell__Ezero__(South__Central)	Bulgaria	42.462247	26.025931	..	FALSE	TRUE
I19457_in.preparation	I19457	Context	4325	72	Tell__Ezero__(South__Central)	Bulgaria	42.462247	26.025931	..	FALSE	TRUE
I2176	I2176	Direct	5146	92	Smyadovo__(Northeast)	Bulgaria	43.05777778	26.98361111	Xcontam=[0.023,0.054]	TRUE	FALSE
I18793	I18793	Direct	4096	58	Boyanovo	Bulgaria	42.281	26.63425	..	FALSE	TRUE
I18794	I18794	Context	4200	144	Boyanovo	Bulgaria	42.281	26.63425	mtcontam=[0.942,0.976]	FALSE	TRUE
I18801_d	I18801	Direct	4775	58	Mogila,__Mound__1__(Yambol__Region)	Bulgaria	42.514	26.571056	..	FALSE	TRUE
Bul4	Bul4	Direct	4895	38	Nova__Zagora,__Mednikarovo	Bulgaria	42.4296241	25.8983541	finds__EEF__ancestry	TRUE	TRUE
I15844	I15844	Context	2850	115	Stambolovo__(Eastern__Rhodopes)	Bulgaria	41.78	25.64	..	FALSE	TRUE
I19481	I19481	Context	2550	58	Diamandovo__(Kardzhali)	Bulgaria	41.53	25.06	..	FALSE	TRUE
I19487	I19487	Context	2750	173	Svilengrad__(__Haskovo)__	Bulgaria	41.77	26.2	..	FALSE	TRUE
I19490	I19490	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I19494	I19494	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I19497	I19497	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I20180	I20180	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	Xcontam=[0.005,__0.010]	FALSE	TRUE
I20181	I20181	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	Xcontam=[0.005,__0.010]	FALSE	TRUE
I20183	I20183	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I20184	I20184	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I20185	I20185	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I20186	I20186	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I15848	I15848	Context	2850	115	Stambolovo__(Eastern__Rhodopes)	Bulgaria	41.78	25.64	mtcontam=[0.701,0.904]	FALSE	FALSE
I19495	I19495	Context	2750	173	Kapitan__Andreevo__(South)	Bulgaria	41.73	26.33	..	FALSE	TRUE
I19488	I19488	Context	2750	58	Svilengrad__(__Haskovo)__	Bulgaria	41.77	26.2	..	FALSE	TRUE
I5769	I5769	Direct	2592	68	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	..	TRUE	TRUE
I0679_d	I0679	Direct	7617	31	Krepost	Bulgaria	42.02	25.6	mtcontam=[0.832,0.968]	TRUE	TRUE
I18792	I18792	Context	1550	58	Boyanovo	Bulgaria	42.281	26.63425	..	FALSE	TRUE
I19500	I19500	Context	2200	29	Rozovo__(Central,__Stara__Zagora,__Kazanlak)	Bulgaria	42.56	25.41	..	FALSE	TRUE
I19480	I19480	Context	2325	43	Kazanlak,__Yasenovo,__Stara__Zagora	Bulgaria	42.62	25.41	2500.to.5000.SNPs	FALSE	FALSE
I1113	I1113	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I1295	I1295	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I1296_enhanced	I1296	Direct	7634	30	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I1297	I1297	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I2215_enhanced	I2215	Direct	7976	29	Malak__Preslavets	Bulgaria	43.98	26.4	sexratio	FALSE	FALSE
I1109	I1109	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I2216_enhanced	I2216	Direct	7839	52	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I3879	I3879	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I2216	I2216	Direct	7839	52	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	FALSE
I1108	I1108	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I6354	I6354	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I0700	I0700	Context	7550	115	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	TRUE
I1296	I1296	Direct	7634	30	Malak__Preslavets	Bulgaria	43.98	26.4	..	FALSE	FALSE
I2215	I2215	Direct	7976	29	Malak__Preslavets	Bulgaria	43.98	26.4	sexratio	FALSE	FALSE
I10548	I10548	Context	825	72	Ryahovets__(__Gorna__Oryahovitsa,__Veliko__Tarnovo)	Bulgaria	43.12	25.68	..	FALSE	TRUE
I17980	I17980	Direct	797	52	Ryahovets__(Gorna__Oryahovitsa,__Veliko__Tarnovo)	Bulgaria	43.12	25.68	damage.ds.half=0.049	FALSE	TRUE
I2525	I2525	Direct	1014	33	Samovodene__(Veliko__Tarnovo)	Bulgaria	43.139507	25.610236	..	FALSE	TRUE
I2163	I2163	Direct	3639	52	Merichleri,__Kairyaka__necropolis	Bulgaria	42.132897	25.496288	..	TRUE	TRUE
I0704_enhanced	I0704	Direct	7892	53	Dzhulyunitsa__(Veliko__Tarnovo)	Bulgaria	43.16089	25.88341	..	FALSE	TRUE
I11134	I11134	Context	7725	188	Dzhulyunitsa__(Veliko__Tarnovo)	Bulgaria	43.16089	25.88341	..	FALSE	TRUE
I11135	I11135	Context	7725	188	Dzhulyunitsa__(Veliko__Tarnovo)	Bulgaria	43.16089	25.88341	Xcontam=[0.005,0.011]	FALSE	TRUE
I11270	I11270	Context	7725	188	Dzhulyunitsa__(Veliko__Tarnovo)	Bulgaria	43.16089	25.88341	..	FALSE	TRUE
I1298_enhanced	I1298	Direct	7883	54	Ohoden__(Vratsa)	Bulgaria	43.374337	23.729298	..	FALSE	TRUE
I2521	I2521	Direct	7503	40	Veliko__Tarnovo,__Dzhulyunitsa	Bulgaria	43.16089	25.88341	..	TRUE	TRUE
I2529_enhanced	I2529	Direct	7610	36	Yabalkovo,__Dimitrovgrad,__Haskovo	Bulgaria	42.1	25.75	..	FALSE	TRUE
I2528	I2528	Direct	7641	24	Yabalkovo,__Dimitrovgrad,__Haskovo	Bulgaria	42.1	25.75	2500.to.5000__SNPs	FALSE	FALSE
